id,created_at,device_id,temperature,humidity
503,2025-11-07 12:35:54.087189+00,1,22.3,48
504,2025-11-07 12:51:02.402606+00,1,22.2,48
505,2025-11-07 13:06:11.090284+00,1,22.2,48
506,2025-11-07 13:21:19.408074+00,1,22.2,48
507,2025-11-07 13:36:27.792762+00,1,22.1,48
508,2025-11-07 13:51:36.197361+00,1,22.1,48
509,2025-11-07 14:06:44.678141+00,1,22,47
510,2025-11-07 14:21:52.923561+00,1,22.1,48
511,2025-11-07 14:37:03.432052+00,1,22.1,48
512,2025-11-07 14:52:11.927408+00,1,22.1,48
513,2025-11-07 15:07:20.114333+00,1,22,48
514,2025-11-07 15:22:28.53653+00,1,22,48
515,2025-11-07 15:37:36.791831+00,1,22,48
516,2025-11-07 15:52:45.105892+00,1,21.9,48
517,2025-11-07 16:07:53.784207+00,1,21.9,48
518,2025-11-07 16:23:02.195942+00,1,21.9,48
519,2025-11-07 16:38:10.495706+00,1,21.8,48
520,2025-11-07 16:53:18.994427+00,1,21.7,48
521,2025-11-07 17:08:27.559621+00,1,21.7,48
522,2025-11-07 17:23:35.923599+00,1,21.6,48
523,2025-11-07 17:38:44.344023+00,1,21.4,47
524,2025-11-07 17:53:52.54835+00,1,21.2,48
525,2025-11-07 18:09:00.710508+00,1,21.1,48
526,2025-11-07 18:24:08.975769+00,1,20.9,49
527,2025-11-07 18:39:17.236537+00,1,20.8,49
528,2025-11-07 18:54:25.416734+00,1,20.9,49
529,2025-11-07 19:09:33.888774+00,1,21,48
530,2025-11-07 19:24:42.248509+00,1,21,47
531,2025-11-07 19:39:50.561656+00,1,20.9,48
532,2025-11-07 19:54:58.903335+00,1,20.9,48
533,2025-11-07 20:10:07.542514+00,1,20.9,48
534,2025-11-07 20:25:15.90937+00,1,20.8,47
535,2025-11-07 20:40:24.115798+00,1,20.7,47
536,2025-11-07 20:55:32.608677+00,1,20.7,47
537,2025-11-07 21:10:40.803473+00,1,20.7,47
538,2025-11-07 21:25:48.998299+00,1,20.6,46
539,2025-11-07 21:40:57.437422+00,1,20.5,46
540,2025-11-07 21:56:05.699881+00,1,20.6,46
541,2025-11-07 22:11:13.867431+00,1,20.6,47
542,2025-11-07 22:26:22.181896+00,1,20.6,47
543,2025-11-07 22:41:30.269408+00,1,20.6,47
544,2025-11-07 22:56:38.423188+00,1,20.5,46
545,2025-11-07 23:11:46.499439+00,1,20.5,46
546,2025-11-07 23:26:54.536276+00,1,20.5,46
547,2025-11-07 23:42:02.664004+00,1,20.7,47
548,2025-11-07 23:57:10.836072+00,1,20.8,47
549,2025-11-08 00:12:19.135845+00,1,20.8,46
550,2025-11-08 04:01:14.328216+00,1,24.3,49
551,2025-11-08 04:16:23.100905+00,1,24.3,49
552,2025-11-08 04:31:31.743951+00,1,24.2,48
553,2025-11-08 04:46:40.106177+00,1,23.9,49
554,2025-11-08 05:01:48.472076+00,1,23.8,49
555,2025-11-08 05:16:56.896383+00,1,23.6,49
556,2025-11-08 05:32:05.392938+00,1,23.5,49
557,2025-11-08 05:47:13.882171+00,1,23.3,49
558,2025-11-08 06:02:22.367656+00,1,23.3,49
559,2025-11-08 06:17:30.6781+00,1,23.2,49
560,2025-11-08 10:31:25.444961+00,1,21.5,45
561,2025-11-08 10:46:34.197358+00,1,21.5,45
562,2025-11-08 11:01:42.821417+00,1,21.5,45
563,2025-11-08 11:16:51.113484+00,1,21.5,46
564,2025-11-08 11:31:59.466314+00,1,21.4,46
565,2025-11-08 11:47:07.824646+00,1,21.3,46
566,2025-11-08 12:02:16.321092+00,1,21.5,46
567,2025-11-08 12:17:24.894953+00,1,21.6,47
568,2025-11-08 12:32:33.508258+00,1,21.7,51
569,2025-11-08 12:47:41.792561+00,1,21.7,50
570,2025-11-08 13:02:50.119195+00,1,21.6,49
571,2025-11-08 13:17:58.679513+00,1,21.6,49
572,2025-11-08 13:33:07.308192+00,1,21.6,49
573,2025-11-08 13:48:15.991108+00,1,21.6,49
574,2025-11-08 14:03:24.199036+00,1,21.6,49
575,2025-11-08 14:18:32.381518+00,1,21.6,49
576,2025-11-08 14:33:40.83668+00,1,21.6,49
577,2025-11-08 14:48:49.370727+00,1,21.6,49
578,2025-11-08 15:03:57.739055+00,1,21.6,49
579,2025-11-08 15:19:06.285321+00,1,21.6,49
580,2025-11-08 15:34:14.881352+00,1,21.6,49
581,2025-11-08 15:49:23.318273+00,1,21.6,49
582,2025-11-08 16:04:31.720158+00,1,21.6,49
583,2025-11-08 16:19:39.86043+00,1,21.6,50
584,2025-11-08 16:34:48.055152+00,1,21.5,51
585,2025-11-08 16:49:56.148038+00,1,21.6,51
586,2025-11-08 17:05:04.269839+00,1,21.6,52
587,2025-11-08 17:20:12.947659+00,1,21.6,55
588,2025-11-08 17:35:21.037365+00,1,21.5,55
589,2025-11-08 17:50:29.29915+00,1,21.5,57
590,2025-11-08 18:05:37.58573+00,1,21.5,57
591,2025-11-08 18:20:45.85587+00,1,21.3,55
592,2025-11-08 18:35:54.080039+00,1,21.4,54
593,2025-11-08 18:51:02.289356+00,1,21.4,54
594,2025-11-08 19:06:10.829418+00,1,21.3,53
595,2025-11-08 19:21:19.285494+00,1,21.3,53
596,2025-11-08 19:36:27.693372+00,1,21.3,53
597,2025-11-08 19:51:36.095151+00,1,21.1,53
598,2025-11-08 20:06:44.509791+00,1,21.2,53
599,2025-11-08 20:21:52.601371+00,1,21.1,52
600,2025-11-08 20:37:01.061031+00,1,21.1,52
601,2025-11-08 20:52:09.538079+00,1,21.1,52
602,2025-11-08 21:07:17.871183+00,1,21.1,52
603,2025-11-08 21:22:26.123539+00,1,21.1,52
604,2025-11-08 21:37:34.417207+00,1,21,52
605,2025-11-08 21:52:42.868685+00,1,20.9,53
606,2025-11-08 22:07:51.00489+00,1,20.8,53
607,2025-11-08 22:22:59.072363+00,1,20.9,52
608,2025-11-08 22:38:07.215494+00,1,20.9,52
609,2025-11-08 22:53:15.365384+00,1,20.9,52
610,2025-11-08 23:08:23.58467+00,1,20.9,52
611,2025-11-08 23:23:32.005738+00,1,21,51
612,2025-11-08 23:38:40.27934+00,1,20.9,51
613,2025-11-08 23:53:48.361632+00,1,21,51
614,2025-11-09 00:08:56.611104+00,1,21.1,51
615,2025-11-09 00:24:04.842874+00,1,21.1,51
616,2025-11-09 00:39:13.050976+00,1,21.1,51
617,2025-11-09 00:54:21.188397+00,1,21.1,51
618,2025-11-09 01:09:29.3647+00,1,21,51
619,2025-11-09 01:24:37.552542+00,1,20.8,52
620,2025-11-09 01:39:45.683123+00,1,20.7,52
621,2025-11-09 01:54:53.771806+00,1,20.6,53
622,2025-11-09 02:10:01.940765+00,1,20.7,53
623,2025-11-09 02:26:40.42796+00,1,20.8,53
624,2025-11-09 02:41:48.693353+00,1,20.8,53
625,2025-11-09 02:56:57.118071+00,1,20.8,52
626,2025-11-09 03:12:05.45123+00,1,20.8,52
627,2025-11-09 03:27:13.612692+00,1,20.8,52
628,2025-11-09 03:42:21.735181+00,1,20.6,52
629,2025-11-09 03:57:30.063317+00,1,20.6,52
630,2025-11-09 04:12:38.326019+00,1,21.1,52
631,2025-11-09 04:43:09.520548+00,1,22.8,49
632,2025-11-09 04:58:19.263044+00,1,23,50
633,2025-11-09 05:13:27.732859+00,1,23.1,50
634,2025-11-09 05:28:36.260657+00,1,23.3,49
635,2025-11-09 05:43:47.083755+00,1,23.7,49
636,2025-11-09 05:58:56.058656+00,1,24,50
637,2025-11-09 06:14:04.157027+00,1,24,50
638,2025-11-09 06:29:12.385052+00,1,24,50
639,2025-11-09 06:44:20.386781+00,1,24.2,49
640,2025-11-09 06:59:29.366603+00,1,24.5,50
641,2025-11-09 07:14:37.343881+00,1,24.1,50
642,2025-11-09 07:29:45.492651+00,1,24,51
643,2025-11-09 07:45:01.972288+00,1,23.8,51
644,2025-11-09 08:00:04.511212+00,1,23.7,52
645,2025-11-09 08:15:12.522379+00,1,23.7,52
646,2025-11-09 08:30:20.619269+00,1,23.6,52
647,2025-11-09 08:45:28.675863+00,1,23.4,51
648,2025-11-09 09:00:38.692493+00,1,23.4,52
649,2025-11-09 09:15:47.590782+00,1,23.4,52
650,2025-11-09 09:30:58.620695+00,1,23.2,52
651,2025-11-09 09:46:12.779143+00,1,23.1,52
652,2025-11-09 10:01:20.902618+00,1,23.1,55
653,2025-11-09 10:16:28.983656+00,1,22.2,55
654,2025-11-09 10:31:39.045761+00,1,20.9,54
655,2025-11-09 10:46:48.956245+00,1,20.4,55
656,2025-11-09 11:01:56.774555+00,1,20.1,56
657,2025-11-09 11:17:11.74221+00,1,20,57
658,2025-11-09 11:32:21.617609+00,1,19.9,56
659,2025-11-09 11:47:29.916616+00,1,19.7,56
660,2025-11-09 12:02:38.238179+00,1,20.5,54
661,2025-11-09 12:17:46.53861+00,1,20.7,54
662,2025-11-09 12:32:55.664184+00,1,20.6,53
663,2025-11-09 12:48:03.785044+00,1,20.7,53
664,2025-11-09 13:03:13.618855+00,1,20.7,53
665,2025-11-09 13:18:22.084717+00,1,20.8,53
666,2025-11-09 13:33:31.056877+00,1,20.9,54
667,2025-11-09 13:48:41.393175+00,1,20.9,53
668,2025-11-09 14:03:49.691449+00,1,20.9,54
669,2025-11-09 14:19:01.308619+00,1,20.9,53
670,2025-11-09 14:34:13.09018+00,1,21,53
671,2025-11-09 14:49:21.271044+00,1,21,52
672,2025-11-09 15:04:29.744683+00,1,21,54
673,2025-11-12 22:51:53.666827+00,1,20.9,49
674,2025-11-12 23:07:02.138483+00,1,21,48
675,2025-11-12 23:22:11.098045+00,1,21.6,48
676,2025-11-12 23:37:19.90133+00,1,22.3,49
677,2025-11-12 23:52:28.103719+00,1,22.7,49
678,2025-11-13 00:07:36.325695+00,1,23.2,49
679,2025-11-13 00:13:16.684256+00,1,23.6,49
680,2025-11-13 00:28:24.679175+00,1,23.7,49
681,2025-11-13 00:43:32.6011+00,1,22.6,51
682,2025-11-13 00:58:40.876338+00,1,22.8,51
683,2025-11-13 01:13:48.875875+00,1,22.7,53
684,2025-11-13 01:28:56.893182+00,1,22.9,54
685,2025-11-13 01:44:04.811858+00,1,22.8,55
686,2025-11-13 01:59:12.963303+00,1,23,55
687,2025-11-13 02:14:21.278792+00,1,22.8,56
688,2025-11-13 02:29:29.33116+00,1,22.7,55
689,2025-11-13 02:44:37.46938+00,1,22.6,56
690,2025-11-13 02:59:45.412775+00,1,22.6,56
691,2025-11-13 03:14:53.356509+00,1,22.6,56
692,2025-11-13 03:30:01.602477+00,1,22.6,56
693,2025-11-13 03:45:09.707382+00,1,22.6,56
694,2025-11-13 04:00:17.511121+00,1,22.6,56
695,2025-11-13 04:15:25.552435+00,1,22.6,56
696,2025-11-13 04:30:33.892063+00,1,22.6,56
697,2025-11-13 04:45:41.84636+00,1,22.6,56
698,2025-11-13 05:00:49.920504+00,1,22.6,56
699,2025-11-13 05:15:57.794872+00,1,22.6,57
700,2025-11-13 05:31:05.876524+00,1,22.6,57
701,2025-11-13 05:46:13.790623+00,1,22.6,56
702,2025-11-13 06:01:21.818733+00,1,22.7,56
703,2025-11-13 06:16:29.665512+00,1,22.7,56
704,2025-11-13 06:31:37.588637+00,1,22.8,56
705,2025-11-13 06:46:45.728264+00,1,22.8,52
706,2025-11-13 07:01:53.696178+00,1,22.7,49
707,2025-11-13 07:17:01.86565+00,1,22.6,48
708,2025-11-13 07:32:09.856737+00,1,22.6,47
709,2025-11-13 07:47:17.924754+00,1,22.6,47
710,2025-11-13 08:02:26.080305+00,1,22.5,47
711,2025-11-13 08:17:34.090902+00,1,22.5,47
712,2025-11-13 08:32:42.081036+00,1,22.5,47
713,2025-11-13 08:47:50.030558+00,1,22.5,47
714,2025-11-13 09:02:58.354496+00,1,22.4,47
715,2025-11-13 09:18:06.176367+00,1,22.4,47
716,2025-11-13 09:33:14.187485+00,1,22.4,47
717,2025-11-13 09:48:22.240485+00,1,22.4,47
718,2025-11-13 10:03:30.446368+00,1,22.3,47
719,2025-11-13 10:18:38.369265+00,1,22.4,47
720,2025-11-13 10:33:46.399817+00,1,22.3,47
721,2025-11-13 10:48:54.409591+00,1,22.3,47
722,2025-11-13 11:04:02.470204+00,1,22.3,47
723,2025-11-13 11:19:10.523331+00,1,22.4,47
724,2025-11-13 11:34:18.452753+00,1,22.3,48
725,2025-11-13 11:49:26.622568+00,1,22.3,48
726,2025-11-13 12:04:34.669953+00,1,22.3,48
727,2025-11-13 12:19:43.060398+00,1,22.3,48
728,2025-11-13 12:34:51.136491+00,1,22.3,48
729,2025-11-13 12:49:59.199803+00,1,22.3,49
730,2025-11-13 13:05:07.31999+00,1,22.2,49
731,2025-11-13 13:20:15.673476+00,1,22.3,49
732,2025-11-13 13:35:23.701619+00,1,22.3,49
733,2025-11-13 13:50:31.847207+00,1,22.2,49
734,2025-11-13 14:05:40.176531+00,1,22.2,49
735,2025-11-13 14:20:48.355698+00,1,22.2,49
736,2025-11-13 14:35:56.206406+00,1,22.2,49
737,2025-11-13 14:51:04.185016+00,1,22.2,49
738,2025-11-13 15:06:12.441757+00,1,22.2,49
739,2025-11-13 15:21:20.520218+00,1,22.2,49
740,2025-11-13 15:36:28.582982+00,1,22.2,49
741,2025-11-13 15:51:36.639546+00,1,22.2,50
742,2025-11-13 16:06:44.648103+00,1,22.2,50
743,2025-11-13 16:21:52.678536+00,1,22.3,50
744,2025-11-13 16:37:00.586054+00,1,22.3,50
745,2025-11-13 16:52:08.711443+00,1,22.3,50
746,2025-11-13 17:07:16.837792+00,1,22.2,50
747,2025-11-13 17:22:25.146782+00,1,22.1,50
748,2025-11-13 17:37:33.33975+00,1,22.2,50
749,2025-11-13 17:52:41.908662+00,1,22.1,50
750,2025-11-13 18:07:50.111182+00,1,22.1,50
751,2025-11-13 18:22:58.309708+00,1,22.1,50
752,2025-11-13 18:38:06.679243+00,1,22.1,49
753,2025-11-13 18:53:14.729574+00,1,22.1,49
754,2025-11-13 19:08:22.923665+00,1,22.2,49
755,2025-11-13 19:23:32.448002+00,1,22.2,49
756,2025-11-13 19:38:40.679408+00,1,22.2,49
757,2025-11-13 19:53:48.957645+00,1,22.2,49
758,2025-11-13 20:08:57.075299+00,1,22.2,49
759,2025-11-13 20:24:06.376041+00,1,22.2,49
760,2025-11-13 20:39:14.499447+00,1,22.2,49
761,2025-11-13 20:54:22.71567+00,1,22.2,49
762,2025-11-13 21:09:30.979793+00,1,22.1,49
763,2025-11-13 21:24:39.150362+00,1,22.1,49
764,2025-11-13 21:39:47.357327+00,1,22.1,49
765,2025-11-13 21:54:55.604244+00,1,22.1,49
766,2025-11-13 22:10:03.622095+00,1,22,49
767,2025-11-13 22:25:11.717435+00,1,22,49
768,2025-11-13 22:40:19.81163+00,1,21.9,49
769,2025-11-13 22:55:27.862718+00,1,21.9,49
770,2025-11-13 23:10:35.871193+00,1,22,49
771,2025-11-13 23:25:44.052384+00,1,22,49
772,2025-11-13 23:40:52.255343+00,1,21.9,49
773,2025-11-13 23:56:00.290116+00,1,21.9,49
774,2025-11-14 00:11:08.300336+00,1,21.8,49
775,2025-11-14 00:26:16.164071+00,1,21.8,49
776,2025-11-14 00:41:24.386892+00,1,21.8,49
777,2025-11-14 00:56:32.575016+00,1,21.7,49
778,2025-11-14 01:11:40.719578+00,1,21.7,49
779,2025-11-14 01:26:49.029322+00,1,21.7,49
780,2025-11-14 01:41:57.18992+00,1,21.7,49
781,2025-11-14 01:57:05.228734+00,1,21.8,49
782,2025-11-14 02:12:13.915936+00,1,22.5,49
783,2025-11-14 02:27:21.831767+00,1,22.5,49
784,2025-11-14 02:42:29.874939+00,1,22.5,49
785,2025-11-14 02:57:37.922809+00,1,22.6,51
786,2025-11-14 03:12:46.134764+00,1,22.8,52
787,2025-11-14 03:27:54.023139+00,1,22.9,52
788,2025-11-14 03:43:02.005757+00,1,22.8,53
789,2025-11-14 03:58:10.126285+00,1,22.9,53
790,2025-11-14 04:13:18.303294+00,1,22.9,53
791,2025-11-14 04:28:26.345988+00,1,23.1,53
792,2025-11-14 04:43:34.345609+00,1,23,54
793,2025-11-14 04:58:42.490723+00,1,23,54
794,2025-11-14 05:13:50.685832+00,1,22.9,54
795,2025-11-14 05:28:58.771354+00,1,22.9,54
796,2025-11-14 05:44:06.95969+00,1,22.9,54
797,2025-11-14 05:59:15.556766+00,1,22.9,54
798,2025-11-14 06:14:23.873681+00,1,22.9,54
799,2025-11-14 06:29:32.004772+00,1,22.9,54
800,2025-11-14 06:44:40.177758+00,1,22.8,54
801,2025-11-14 06:59:48.62591+00,1,22.8,54
802,2025-11-14 07:14:56.986298+00,1,22.8,54
803,2025-11-14 07:30:05.375418+00,1,22.8,54
804,2025-11-14 07:45:13.560005+00,1,22.8,54
805,2025-11-14 08:00:21.72651+00,1,22.8,54
806,2025-11-14 08:15:29.987676+00,1,22.8,54
807,2025-11-14 08:30:38.174365+00,1,22.8,54
808,2025-11-14 08:45:46.184012+00,1,22.8,54
809,2025-11-14 09:00:54.219551+00,1,22.8,55
810,2025-11-14 09:16:02.342589+00,1,22.8,55
811,2025-11-14 09:31:10.24352+00,1,22.8,55
812,2025-11-14 09:46:18.158169+00,1,21.7,49
813,2025-11-14 10:01:26.08871+00,1,21.4,49
814,2025-11-14 10:16:33.961416+00,1,21.5,49
815,2025-11-14 10:31:41.986944+00,1,21.4,49
816,2025-11-14 10:46:50.151695+00,1,21.5,49
817,2025-11-14 11:01:58.255888+00,1,21.3,49
818,2025-11-14 11:17:06.243666+00,1,21.2,49
819,2025-11-14 11:32:14.036081+00,1,21.4,49
820,2025-11-14 11:47:22.152657+00,1,21.3,51
821,2025-11-14 12:02:30.149753+00,1,21.3,52
822,2025-11-14 12:17:38.494805+00,1,21.3,54
823,2025-11-14 12:32:46.482225+00,1,21.5,53
824,2025-11-14 12:47:54.801507+00,1,21.3,53
825,2025-11-14 13:03:02.859632+00,1,21.1,55
826,2025-11-14 13:18:10.777509+00,1,21.3,54
827,2025-11-14 13:33:18.789602+00,1,21.2,54
828,2025-11-14 13:48:26.777122+00,1,21.2,54
829,2025-11-14 14:03:34.933322+00,1,21.2,54
830,2025-11-14 14:18:43.105839+00,1,21.2,53
831,2025-11-14 14:33:51.091128+00,1,21.2,53
832,2025-11-14 14:48:59.20564+00,1,21.2,53
833,2025-11-14 15:04:07.157791+00,1,21.2,54
834,2025-11-14 15:19:15.364713+00,1,21,54
835,2025-11-14 15:34:23.536448+00,1,21.1,54
836,2025-11-14 15:49:31.6678+00,1,21,52
837,2025-11-14 16:04:39.721325+00,1,20.8,55
838,2025-11-14 16:19:47.90688+00,1,21,54
839,2025-11-14 16:34:56.333496+00,1,20.7,54
840,2025-11-14 16:50:04.566547+00,1,20.5,55
841,2025-11-14 17:05:12.702321+00,1,20.4,55
842,2025-11-14 17:20:20.807357+00,1,20.2,55
843,2025-11-14 17:35:28.968952+00,1,20.5,56
844,2025-11-14 17:50:37.147644+00,1,20.5,55
845,2025-11-14 18:05:45.227997+00,1,20.2,55
846,2025-11-14 18:20:53.458203+00,1,20.5,54
847,2025-11-14 18:36:01.657586+00,1,20.3,54
848,2025-11-14 18:51:10.192682+00,1,20.4,54
849,2025-11-14 19:06:18.365307+00,1,20.5,54
850,2025-11-14 19:21:26.393095+00,1,20.5,53
851,2025-11-14 19:36:34.467598+00,1,20.5,53
852,2025-11-14 19:51:42.43755+00,1,20.4,53
853,2025-11-14 20:06:50.411494+00,1,20.4,53
854,2025-11-14 20:21:58.431818+00,1,20.4,55
855,2025-11-14 20:37:06.480326+00,1,20.4,56
856,2025-11-14 20:52:14.697839+00,1,20.3,55
857,2025-11-14 21:07:22.801974+00,1,20.3,54
858,2025-11-14 21:22:30.982592+00,1,20.4,55
859,2025-11-14 21:37:39.183325+00,1,20,54
860,2025-11-14 21:52:47.215114+00,1,20.2,54
861,2025-11-14 22:07:55.17886+00,1,20.2,54
862,2025-11-14 22:23:03.345923+00,1,20.2,53
863,2025-11-14 22:38:11.385+00,1,20.4,53
864,2025-11-14 22:53:19.340242+00,1,20.3,54
865,2025-11-14 23:08:27.516943+00,1,21.4,52
866,2025-11-14 23:23:35.539708+00,1,21.8,52
867,2025-11-14 23:38:43.697287+00,1,22,52
868,2025-11-14 23:53:52.146302+00,1,22.1,54
869,2025-11-15 00:09:00.337636+00,1,22.1,55
870,2025-11-15 00:24:08.256746+00,1,22.1,55
871,2025-11-15 00:39:16.305264+00,1,22.2,56
872,2025-11-15 00:54:24.586298+00,1,22.4,56
873,2025-11-15 01:09:32.860236+00,1,22.5,57
874,2025-11-15 01:24:41.123254+00,1,22.5,57
875,2025-11-15 01:39:49.211461+00,1,22.4,57
876,2025-11-15 01:54:57.275199+00,1,22.5,57
877,2025-11-15 02:10:05.262539+00,1,22.4,57
878,2025-11-15 02:25:13.662761+00,1,22.4,57
879,2025-11-15 02:40:21.866032+00,1,22.4,57
880,2025-11-15 02:55:29.788971+00,1,22.4,56
881,2025-11-15 03:10:37.969233+00,1,22.4,56
882,2025-11-15 03:25:46.034656+00,1,22.4,56
883,2025-11-15 03:40:54.1208+00,1,22.4,57
884,2025-11-15 03:56:02.116308+00,1,22.4,57
885,2025-11-15 04:11:10.208158+00,1,22.4,57
886,2025-11-15 04:26:18.338175+00,1,22.4,57
887,2025-11-15 04:41:26.543637+00,1,22.4,57
888,2025-11-15 04:56:34.770789+00,1,22.4,57
889,2025-11-15 05:11:43.061035+00,1,22.4,57
890,2025-11-15 05:26:51.196699+00,1,22.4,57
891,2025-11-15 05:41:59.104135+00,1,22.4,57
892,2025-11-15 05:57:07.109911+00,1,22.4,57
893,2025-11-15 06:12:15.029545+00,1,22.5,56
894,2025-11-15 06:27:23.266654+00,1,22.5,56
895,2025-11-15 06:42:31.450348+00,1,22.5,56
896,2025-11-15 06:57:39.488844+00,1,22.5,56
897,2025-11-15 07:12:47.627914+00,1,22.5,57
898,2025-11-15 07:27:55.585079+00,1,22.6,56
899,2025-11-15 07:43:03.799364+00,1,22.6,56
900,2025-11-15 07:58:11.890567+00,1,22.6,57
901,2025-11-15 08:13:19.985272+00,1,22.6,57
902,2025-11-15 08:28:28.112956+00,1,22.6,56
903,2025-11-15 08:43:36.02351+00,1,21.5,54
904,2025-11-15 08:58:43.970178+00,1,20.2,55
905,2025-11-15 09:13:52.047361+00,1,20.5,55
906,2025-11-15 09:29:00.086489+00,1,21,53
907,2025-11-15 09:44:08.147675+00,1,20.7,55
908,2025-11-15 09:59:16.453122+00,1,20.6,55
909,2025-11-15 10:14:24.540878+00,1,21,54
910,2025-11-15 10:29:32.538274+00,1,20.9,55
911,2025-11-15 10:44:40.472346+00,1,20.9,55
912,2025-11-15 10:59:48.33689+00,1,20.9,55
913,2025-11-15 11:14:56.165676+00,1,20.6,55
914,2025-11-15 11:30:04.208825+00,1,20.5,55
915,2025-11-15 11:45:12.081923+00,1,20.5,55
916,2025-11-15 12:00:19.965647+00,1,20.6,55
917,2025-11-15 12:15:28.191199+00,1,20.6,55
918,2025-11-15 12:30:36.096544+00,1,20.5,55
919,2025-11-15 12:45:44.233701+00,1,20.4,55
920,2025-11-15 13:00:52.265649+00,1,20.8,55
921,2025-11-15 13:16:00.379971+00,1,21,53
922,2025-11-15 13:31:08.742876+00,1,20.5,55
923,2025-11-15 13:46:16.881065+00,1,20.3,55
924,2025-11-15 14:01:25.000753+00,1,20.2,56
925,2025-11-15 14:16:33.191487+00,1,20,56
926,2025-11-15 14:31:41.20804+00,1,19.6,57
927,2025-11-15 14:46:49.328347+00,1,19.4,58
928,2025-11-15 15:01:57.57124+00,1,19.8,57
929,2025-11-15 15:17:05.840612+00,1,19.7,57
930,2025-11-15 15:32:13.993077+00,1,19.8,56
931,2025-11-15 15:47:22.075436+00,1,19.6,56
932,2025-11-15 16:02:30.204779+00,1,19.7,55
933,2025-11-15 16:17:38.030279+00,1,20.1,54
934,2025-11-15 16:32:50.034907+00,1,20,54
935,2025-11-15 16:47:57.952178+00,1,19.7,55
936,2025-11-15 17:03:06.048568+00,1,19,57
937,2025-11-15 17:18:14.028255+00,1,19.3,56
938,2025-11-15 17:33:21.891004+00,1,19.6,55
939,2025-11-15 17:48:29.71134+00,1,19.5,55
940,2025-11-15 18:03:37.611785+00,1,19.1,56
941,2025-11-15 18:18:45.759335+00,1,19.3,56
942,2025-11-15 18:33:53.803922+00,1,19.5,56
943,2025-11-15 18:49:01.813032+00,1,19.8,55
944,2025-11-15 19:04:10.101945+00,1,19.4,55
945,2025-11-15 19:19:18.210854+00,1,18.9,56
946,2025-11-15 19:34:26.317892+00,1,19.8,56
947,2025-11-15 19:49:34.205021+00,1,19.6,55
948,2025-11-15 20:04:42.267645+00,1,18.8,56
949,2025-11-15 20:19:50.491374+00,1,18.5,55
950,2025-11-15 20:34:58.634889+00,1,19.3,54
951,2025-11-15 20:50:06.728285+00,1,19.1,54
952,2025-11-15 21:05:34.920332+00,1,18.9,54
953,2025-11-15 21:21:03.1348+00,1,18.4,55
954,2025-11-15 21:36:11.099912+00,1,18.4,55
